ID,Col,DayOfWeek,Date,Time,Col,TeamLocal,RedCardLocal,Col,TeamVisit,RedCardVisit,ScoreTeamLocal,ScoreTeamVisit,HalfTimeScore,Col,Col,Col,Col,Col,Col,Col,Col,Season,Col,Col,Col,Col
1314917,1,Monday, Nov 5 2018,22:00,6147,Defensa y Justicia,0,895,Velez Sarsfield,0,3,2,2 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314951,1,Tuesday, Nov 6 2018,00:00,899,Lanus,0,898,Huracan,0,0,1,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314414,1,Wednesday, Nov 7 2018,23:15,897,Independiente,0,5595,San Martin de Tucuman,0,4,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314940,1,Friday, Nov 9 2018,22:00,893,Talleres,0,6145,Aldosivi,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315110,1,Saturday, Nov 10 2018,00:00,6148,Atletico Tucuman,0,903,Rosario Central,1,2,1,2 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315112,1,Saturday, Nov 10 2018,23:30,891,Colon,0,901,Estudiantes,0,1,1,1 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314928,1,Sunday, Nov 11 2018,16:15,897,Independiente,1,894,Belgrano,1,2,1,1 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314946,1,Sunday, Nov 11 2018,18:30,896,Gimnasia LP,0,890,Racing Club,0,0,3,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314931,1,Sunday, Nov 11 2018,20:45,1303,Banfield,0,899,Lanus,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314949,1,Monday, Nov 12 2018,20:00,4735,Tigre,1,907,Argentinos Juniors,0,2,1,0 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314943,1,Monday, Nov 12 2018,22:15,898,Huracan,0,3802,Godoy Cruz,0,2,1,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314952,1,Monday, Nov 12 2018,22:15,902,Newells Old Boys,0,6147,Defensa y Justicia,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314934,1,Tuesday, Nov 13 2018,00:30,895,Velez Sarsfield,0,906,San Lorenzo,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314937,1,Tuesday, Nov 13 2018,00:30,9310,Patronato de Parana,0,5595,San Martin de Tucuman,0,3,3,3 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315113,1,Saturday, Nov 17 2018,20:10,889,Boca Juniors,0,9310,Patronato de Parana,0,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314882,1,Sunday, Nov 18 2018,20:10,906,San Lorenzo,0,6148,Atletico Tucuman,0,0,2,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314869,1,Sunday, Nov 18 2018,22:20,6147,Defensa y Justicia,0,901,Estudiantes,2,1,1,1 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315121,1,Wednesday, Nov 21 2018,20:10,896,Gimnasia LP,0,4736,San Martin San Juan,0,0,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315118,1,Friday, Nov 23 2018,22:00,894,Belgrano,0,6148,Atletico Tucuman,0,1,3,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315120,1,Saturday, Nov 24 2018,00:15,907,Argentinos Juniors,0,893,Talleres,0,0,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314953,1,Saturday, Nov 24 2018,00:15,903,Rosario Central,0,901,Estudiantes,1,2,1,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315117,1,Sunday, Nov 25 2018,20:10,892,Union,0,895,Velez Sarsfield,0,0,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314947,1,Sunday, Nov 25 2018,22:20,5595,San Martin de Tucuman,0,891,Colon,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315114,1,Sunday, Nov 25 2018,22:20,6145,Aldosivi,0,902,Newells Old Boys,0,1,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315115,1,Monday, Nov 26 2018,00:30,890,Racing Club,0,1303,Banfield,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315122,1,Monday, Nov 26 2018,22:00,6147,Defensa y Justicia,0,4735,Tigre,2,2,1,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315116,1,Tuesday, Nov 27 2018,00:15,899,Lanus,0,897,Independiente,0,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314885,1,Wednesday, Nov 28 2018,00:00,903,Rosario Central,0,4736,San Martin San Juan,0,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314968,1,Friday, Nov 30 2018,22:00,891,Colon,0,894,Belgrano,0,1,1,1 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314992,1,Saturday, Dec 1 2018,00:15,902,Newells Old Boys,0,9310,Patronato de Parana,0,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314962,1,Saturday, Dec 1 2018,20:10,901,Estudiantes,0,899,Lanus,0,1,1,1 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314986,1,Saturday, Dec 1 2018,22:20,6148,Atletico Tucuman,1,5595,San Martin de Tucuman,0,2,3,1 : 0,1,1,FT,2,0,1,1,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314980,1,Sunday, Dec 2 2018,00:30,1303,Banfield,0,907,Argentinos Juniors,0,0,1,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314959,1,Sunday, Dec 2 2018,20:10,6145,Aldosivi,0,906,San Lorenzo,0,2,2,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314977,1,Sunday, Dec 2 2018,22:20,897,Independiente,0,889,Boca Juniors,1,0,1,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314956,1,Monday, Dec 3 2018,00:30,905,River Plate,0,896,Gimnasia LP,0,3,1,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314965,1,Monday, Dec 3 2018,20:10,4735,Tigre,0,3802,Godoy Cruz,0,1,3,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314983,1,Monday, Dec 3 2018,22:20,895,Velez Sarsfield,0,903,Rosario Central,0,2,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314989,1,Monday, Dec 3 2018,22:20,4736,San Martin San Juan,1,892,Union,1,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314971,1,Tuesday, Dec 4 2018,00:30,893,Talleres,0,890,Racing Club,0,1,3,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314974,1,Tuesday, Dec 4 2018,00:30,898,Huracan,0,6147,Defensa y Justicia,0,1,1,1 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315025,1,Saturday, Dec 8 2018,00:00,5595,San Martin de Tucuman,1,902,Newells Old Boys,0,0,3,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315013,1,Saturday, Dec 8 2018,20:10,906,San Lorenzo,0,901,Estudiantes,0,1,1,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315031,1,Saturday, Dec 8 2018,20:10,892,Union,0,1303,Banfield,0,0,1,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315019,1,Saturday, Dec 8 2018,22:20,899,Lanus,0,893,Talleres,0,2,1,1 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315004,1,Saturday, Dec 8 2018,22:20,6147,Defensa y Justicia,0,891,Colon,0,3,0,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315028,1,Sunday, Dec 9 2018,00:30,3802,Godoy Cruz,0,897,Independiente,0,1,1,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314998,1,Sunday, Dec 9 2018,22:20,907,Argentinos Juniors,0,6145,Aldosivi,1,1,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315001,1,Sunday, Dec 9 2018,22:35,896,Gimnasia LP,0,898,Huracan,0,2,2,1 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315016,1,Monday, Dec 10 2018,00:30,890,Racing Club,0,4736,San Martin San Juan,0,1,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315007,1,Monday, Dec 10 2018,22:00,9310,Patronato de Parana,0,895,Velez Sarsfield,1,3,3,2 : 1,1,1,FT,0,0,1,2,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315010,1,Tuesday, Dec 11 2018,00:15,894,Belgrano,0,4735,Tigre,0,1,2,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314895,1,Friday, Dec 14 2018,00:00,898,Huracan,0,907,Argentinos Juniors,0,0,0,0 : 0,0,1,FT,0,0,1,2,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314889,1,Saturday, Jan 19 2019,23:00,905,River Plate,0,6147,Defensa y Justicia,0,0,1,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315119,1,Sunday, Jan 20 2019,21:00,906,San Lorenzo,1,898,Huracan,0,0,0,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314925,1,Thursday, Jan 24 2019,00:00,905,River Plate,0,892,Union,0,1,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315067,1,Friday, Jan 25 2019,22:00,3802,Godoy Cruz,0,899,Lanus,0,0,2,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315058,1,Friday, Jan 25 2019,22:00,1303,Banfield,0,4736,San Martin San Juan,0,1,1,1 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315043,1,Saturday, Jan 26 2019,00:10,6147,Defensa y Justicia,0,906,San Lorenzo,1,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315061,1,Saturday, Jan 26 2019,20:10,4735,Tigre,0,5595,San Martin de Tucuman,0,2,2,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315052,1,Saturday, Jan 26 2019,20:10,898,Huracan,1,903,Rosario Central,1,2,1,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315070,1,Saturday, Jan 26 2019,22:20,6148,Atletico Tucuman,0,896,Gimnasia LP,0,4,1,3 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315037,1,Sunday, Jan 27 2019,00:30,6145,Aldosivi,0,890,Racing Club,0,1,3,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315049,1,Sunday, Jan 27 2019,20:10,894,Belgrano,0,892,Union,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315055,1,Sunday, Jan 27 2019,20:10,897,Independiente,0,893,Talleres,0,1,1,1 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315034,1,Sunday, Jan 27 2019,22:20,905,River Plate,0,9310,Patronato de Parana,0,1,3,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315046,1,Monday, Jan 28 2019,00:30,902,Newells Old Boys,0,889,Boca Juniors,0,1,1,1 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315064,1,Monday, Jan 28 2019,22:00,891,Colon,0,907,Argentinos Juniors,2,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315040,1,Tuesday, Jan 29 2019,00:10,901,Estudiantes,0,895,Velez Sarsfield,0,1,2,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314950,1,Thursday, Jan 31 2019,00:00,3802,Godoy Cruz,1,905,River Plate,0,0,4,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315111,1,Friday, Feb 1 2019,00:00,4736,San Martin San Juan,0,889,Boca Juniors,0,0,4,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315079,1,Friday, Feb 1 2019,22:00,896,Gimnasia LP,0,4735,Tigre,0,3,1,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315088,1,Saturday, Feb 2 2019,00:10,893,Talleres,0,1303,Banfield,0,3,1,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315101,1,Saturday, Feb 2 2019,00:10,5595,San Martin de Tucuman,0,6147,Defensa y Justicia,0,1,2,1 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315091,1,Saturday, Feb 2 2019,20:10,906,San Lorenzo,0,897,Independiente,1,0,0,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315097,1,Saturday, Feb 2 2019,22:20,899,Lanus,0,891,Colon,0,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315076,1,Saturday, Feb 2 2019,22:20,907,Argentinos Juniors,0,894,Belgrano,1,0,0,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315099,1,Sunday, Feb 3 2019,00:30,903,Rosario Central,0,6145,Aldosivi,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315073,1,Sunday, Feb 3 2019,20:10,889,Boca Juniors,0,3802,Godoy Cruz,0,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315105,1,Sunday, Feb 3 2019,20:10,892,Union,0,902,Newells Old Boys,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315094,1,Sunday, Feb 3 2019,22:20,890,Racing Club,0,898,Huracan,2,3,1,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315082,1,Monday, Feb 4 2019,00:30,895,Velez Sarsfield,1,905,River Plate,0,1,2,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315085,1,Monday, Feb 4 2019,22:00,9310,Patronato de Parana,0,6148,Atletico Tucuman,1,3,0,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315103,1,Tuesday, Feb 5 2019,00:10,4736,San Martin San Juan,0,901,Estudiantes,0,3,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314969,1,Friday, Feb 8 2019,22:00,4735,Tigre,1,1303,Banfield,0,4,4,3 : 3,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314960,1,Saturday, Feb 9 2019,00:10,898,Huracan,0,895,Velez Sarsfield,1,1,1,0 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314966,1,Saturday, Feb 9 2019,00:10,899,Lanus,0,896,Gimnasia LP,0,2,0,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315108,1,Saturday, Feb 9 2019,20:10,901,Estudiantes,0,9310,Patronato de Parana,1,1,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314963,1,Saturday, Feb 9 2019,22:20,897,Independiente,0,892,Union,0,2,1,1 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314972,1,Saturday, Feb 9 2019,22:20,6148,Atletico Tucuman,0,893,Talleres,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314975,1,Sunday, Feb 10 2019,20:10,3802,Godoy Cruz,0,5595,San Martin de Tucuman,1,3,2,2 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314978,1,Sunday, Feb 10 2019,20:10,902,Newells Old Boys,0,903,Rosario Central,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315106,1,Sunday, Feb 10 2019,22:20,905,River Plate,0,890,Racing Club,1,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314957,1,Monday, Feb 11 2019,00:30,894,Belgrano,1,889,Boca Juniors,0,1,1,0 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315109,1,Monday, Feb 11 2019,22:00,6147,Defensa y Justicia,0,907,Argentinos Juniors,0,2,1,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315107,1,Tuesday, Feb 12 2019,00:10,6145,Aldosivi,0,4736,San Martin San Juan,1,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315022,1,Friday, Feb 15 2019,00:00,903,Rosario Central,0,905,River Plate,0,1,1,0 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315017,1,Friday, Feb 15 2019,22:00,892,Union,0,6148,Atletico Tucuman,0,3,0,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314990,1,Friday, Feb 15 2019,22:00,895,Velez Sarsfield,1,891,Colon,0,1,1,1 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315011,1,Saturday, Feb 16 2019,00:10,5595,San Martin de Tucuman,1,894,Belgrano,1,0,0,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314999,1,Saturday, Feb 16 2019,20:10,906,San Lorenzo,0,902,Newells Old Boys,0,1,1,1 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314993,1,Saturday, Feb 16 2019,22:20,9310,Patronato de Parana,0,6145,Aldosivi,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314987,1,Saturday, Feb 16 2019,22:20,896,Gimnasia LP,0,6147,Defensa y Justicia,0,0,1,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315014,1,Sunday, Feb 17 2019,00:30,4736,San Martin San Juan,0,897,Independiente,1,1,1,0 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314996,1,Sunday, Feb 17 2019,20:10,893,Talleres,0,898,Huracan,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315008,1,Sunday, Feb 17 2019,20:10,903,Rosario Central,0,4735,Tigre,0,0,2,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314981,1,Sunday, Feb 17 2019,22:20,889,Boca Juniors,0,899,Lanus,0,2,1,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315005,1,Monday, Feb 18 2019,00:30,1303,Banfield,0,905,River Plate,0,1,1,0 : 0,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314984,1,Monday, Feb 18 2019,22:00,907,Argentinos Juniors,0,901,Estudiantes,0,2,1,1 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315002,1,Tuesday, Feb 19 2019,00:10,890,Racing Club,0,3802,Godoy Cruz,0,3,0,2 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314995,1,Thursday, Feb 21 2019,00:00,889,Boca Juniors,0,6148,Atletico Tucuman,0,1,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315047,1,Friday, Feb 22 2019,22:00,4735,Tigre,0,9310,Patronato de Parana,0,2,1,1 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315032,1,Saturday, Feb 23 2019,00:10,891,Colon,0,1303,Banfield,0,0,1,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315044,1,Saturday, Feb 23 2019,00:10,899,Lanus,0,903,Rosario Central,0,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315038,1,Saturday, Feb 23 2019,20:10,898,Huracan,0,892,Union,0,1,3,0 : 2,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315053,1,Saturday, Feb 23 2019,20:10,3802,Godoy Cruz,1,895,Velez Sarsfield,0,0,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315035,1,Saturday, Feb 23 2019,22:20,894,Belgrano,0,906,San Lorenzo,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315041,1,Sunday, Feb 24 2019,00:30,897,Independiente,1,890,Racing Club,0,1,3,1 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315020,1,Sunday, Feb 24 2019,20:10,905,River Plate,0,5595,San Martin de Tucuman,0,2,1,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315026,1,Sunday, Feb 24 2019,22:20,901,Estudiantes,0,893,Talleres,0,0,1,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315050,1,Sunday, Feb 24 2019,22:20,6148,Atletico Tucuman,0,907,Argentinos Juniors,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315029,1,Monday, Feb 25 2019,00:30,6147,Defensa y Justicia,0,889,Boca Juniors,0,0,1,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315023,1,Monday, Feb 25 2019,22:00,6145,Aldosivi,0,896,Gimnasia LP,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315056,1,Tuesday, Feb 26 2019,00:10,902,Newells Old Boys,0,4736,San Martin San Juan,0,3,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315077,1,Friday, Mar 1 2019,22:15,906,San Lorenzo,1,907,Argentinos Juniors,0,2,3,1 : 1,1,1,FT,2,0,1,1,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315095,1,Saturday, Mar 2 2019,00:10,892,Union,1,889,Boca Juniors,0,1,3,1 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315086,1,Saturday, Mar 2 2019,20:10,903,Rosario Central,0,894,Belgrano,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315089,1,Saturday, Mar 2 2019,22:20,5595,San Martin de Tucuman,0,899,Lanus,0,1,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315092,1,Saturday, Mar 2 2019,22:20,4736,San Martin San Juan,0,3802,Godoy Cruz,0,0,0,0 : 0,0,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315059,1,Sunday, Mar 3 2019,00:30,905,River Plate,0,902,Newells Old Boys,0,4,2,3 : 1,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315071,1,Sunday, Mar 3 2019,20:10,9310,Patronato de Parana,0,898,Huracan,1,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315074,1,Sunday, Mar 3 2019,20:10,893,Talleres,0,891,Colon,0,2,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315080,1,Sunday, Mar 3 2019,22:20,890,Racing Club,0,901,Estudiantes,0,1,0,1 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315065,1,Monday, Mar 4 2019,00:30,896,Gimnasia LP,0,897,Independiente,0,1,0,0 : 0,1,1,FT,1,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315083,1,Monday, Mar 4 2019,20:10,1303,Banfield,0,6148,Atletico Tucuman,0,1,2,0 : 1,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315068,1,Monday, Mar 4 2019,22:20,895,Velez Sarsfield,0,4735,Tigre,0,1,2,1 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1315062,1,Tuesday, Mar 5 2019,00:30,6145,Aldosivi,0,6147,Defensa y Justicia,0,0,1,0 : 0,1,1,FT,2,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
1314967,1,Friday, Mar 8 2019,22:00,899,Lanus,0,4736,San Martin San Juan,0,1,1,0 : 1,1,1,FT,0,0,1,0,0,2018/2019,Primera División,Argentina,Argentina,Argentina
